EventCode,LogName,"Windows_OS_Support","more_info",signature,"signature_severity",state
6405,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"BranchCache: %2 instance(s) of event id %1 occurred.",LOW,NA
6406,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"%1 registered to Windows Firewall to control filtering for the following:",LOW,NA
6407,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"%1 registered to Windows Firewall to control filtering for the following:",LOW,NA
6408,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Registered product %1 failed and Windows Firewall is now controlling the filtering for %2.",LOW,Failed
6409,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"BranchCache: A service connection point object could not be parsed",LOW,NA
6410,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Code integrity determined that a file does not meet the security requirements to load into a process. This could be due to the use of shared sections or other issues",LOW,NA
6416,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A new external device was recognized by the system.",LOW,NA
6417,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The FIPS mode crypto selftests succeeded",LOW,NA
6418,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The FIPS mode crypto selftests failed",LOW,Failed
6419,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A request was made to disable a device",LOW,NA
6420,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A device was disabled",LOW,NA
6421,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A request was made to enable a device",LOW,NA
6422,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A device was enabled",LOW,NA
6423,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The installation of this device is forbidden by system policy",LOW,NA
6424,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The installation of this device was allowed after having previously been forbidden by policy",LOW,NA
8191,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Highest System-Defined Audit Message Value",LOW,NA
24577,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Encryption of volume started",LOW,NA
24578,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Encryption of volume stopped",LOW,NA
24579,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Encryption of volume completed",LOW,NA
24580,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Decryption of volume started",LOW,NA
24581,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Decryption of volume stopped",LOW,NA
24582,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Decryption of volume completed",LOW,NA
24583,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Conversion worker thread for volume started",LOW,NA
24584,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Conversion worker thread for volume temporarily stopped",LOW,NA
24586,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An error was encountered converting volume",MEDIUM,NA
24588,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The conversion operation on volume %2 encountered a bad sector error. Please validate the data on this volume",LOW,NA
24592,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An attempt to automatically restart conversion on volume %2 failed.",MEDIUM,Failed
24593,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Metadata write: Volume %2 returning errors while trying to modify metadata. If failures continue, decrypt volume",MEDIUM,Failed
24594,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Metadata rebuild: An attempt to write a copy of metadata on volume %2 failed and may appear as disk corruption. If failures continue, decrypt volume.",MEDIUM,Failed
24595,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Volume %2 contains bad clusters. These clusters will be skipped during conversion.",LOW,NA
24621,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Initial state check: Rolling volume conversion transaction on %2.",LOW,NA
2,Setup,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Update Packages Installed",LOW,NA
1009,Setup,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Hotpatching Failed",LOW,NA
6,System,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"New Kernel Filter Driver",LOW,NA
19,System,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Windows Update Installed",LOW,NA
104,System,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Event Log was Cleared",HIGH,NA
219,System,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Failed Kernel Driver Loading",LOW,NA
1001,System,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,BSOD,LOW,NA
1125,System,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Internal Error",LOW,Error
1127,System,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Generic Internal Error",LOW,Error
1129,System,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Group Policy Application Failed due to Connectivity",LOW,NA
7022,System,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Windows Service Fails or Crashes",LOW,NA
7023,System,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Windows Service Fails or Crashes",LOW,NA
7024,System,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Windows Service Fails or Crashes",LOW,NA
7026,System,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Windows Service Fails or Crashes",LOW,NA
7031,System,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Windows Service Fails or Crashes",LOW,NA
7032,System,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Windows Service Fails or Crashes",LOW,NA
7034,System,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Windows Service Fails or Crashes",LOW,NA
7045,System,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"New Windows Service",LOW,NA
